id,strand,fiveseen,polyAseen,threeseen,fiveend,polyAend,threeend,primer,chimera
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37846/2732_52_CCS,-,1,1,1,30,2710,2732,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37850/2149_136_CCS,-,1,1,1,30,2043,2150,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37854/1463_61_CCS,-,1,1,1,31,1433,1465,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37856/1210_65_CCS,-,1,1,1,43,1188,1220,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37859/917_49_CCS,-,1,1,1,31,899,919,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37861/31_698_CCS,+,1,1,1,31,698,725,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37867/1013_56_CCS,-,1,1,1,32,989,1016,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37874/1108_59_CCS,-,1,1,1,26,1075,1104,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37878/31_779_CCS,+,1,1,1,31,779,806,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37883/475_58_CCS,-,1,1,1,31,448,477,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37884/1837_59_CCS,-,1,1,1,41,1819,1847,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37887/2656_56_CCS,-,1,1,1,31,2631,2658,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37890/30_1614_CCS,+,1,1,1,30,1614,1643,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37900/636_56_CCS,-,1,1,1,31,611,638,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37903/32_543_CCS,+,1,1,1,32,543,571,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37908/30_1697_CCS,+,1,1,1,30,1697,1727,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37910/31_505_CCS,+,1,1,1,31,505,531,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37914/827_66_CCS,-,1,1,1,30,791,828,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37918/927_56_CCS,-,1,1,1,31,902,929,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37921/974_57_CCS,-,1,1,1,30,947,975,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37930/29_1071_CCS,+,1,1,1,29,1071,1097,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37934/31_891_CCS,+,1,1,1,31,891,919,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37935/31_3557_CCS,+,1,1,1,31,3557,3588,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37936/31_614_CCS,+,1,1,1,31,614,641,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37941/31_1312_CCS,+,1,1,1,31,1312,1352,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37944/1054_61_CCS,-,1,1,1,30,1023,1055,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37953/1364_60_CCS,-,1,1,1,30,1334,1364,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37963/2188_64_CCS,-,1,1,1,31,2155,2190,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37965/30_2582_CCS,+,1,1,1,30,2582,2610,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37966/1204_57_CCS,-,1,1,1,32,1179,1207,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37970/31_2152_CCS,+,1,1,1,31,2152,2176,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/37977/1484_58_CCS,-,1,1,1,31,1457,1486,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38003/1048_67_CCS,-,1,1,1,31,1012,1050,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38012/31_1670_CCS,+,1,1,1,31,1670,1697,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38032/1161_56_CCS,-,1,1,1,31,1136,1163,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38035/1384_56_CCS,-,1,1,1,31,1359,1386,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38043/767_58_CCS,-,1,1,1,31,740,769,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38048/31_245_CCS,+,1,1,1,31,245,271,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38054/2081_56_CCS,-,1,1,1,30,2055,2082,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38057/30_867_CCS,+,1,1,1,30,867,896,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38068/942_159_CCS,-,1,1,1,31,814,944,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38070/31_635_CCS,+,1,1,1,31,635,668,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38071/1615_57_CCS,-,1,1,1,28,1586,1615,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38077/2970_54_CCS,-,1,1,1,30,2946,2971,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38100/4502_66_CCS,-,1,1,1,32,4468,4503,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38111/30_1072_CCS,+,1,1,1,30,1072,1109,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38122/619_53_CCS,-,1,1,1,31,597,623,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38135/30_2326_CCS,+,1,1,1,30,2326,2352,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38136/31_919_CCS,+,1,1,1,31,919,942,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38149/2060_69_CCS,-,1,1,1,29,2020,2047,1,1
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38155/979_61_CCS,-,1,1,1,30,948,980,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38158/1069_58_CCS,-,1,1,1,30,1041,1070,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38168/30_622_CCS,+,1,1,1,30,622,653,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38173/1865_54_CCS,-,1,1,1,33,1844,1869,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38175/1073_55_CCS,-,1,1,1,30,1048,1078,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38177/30_758_CCS,+,1,1,1,30,758,790,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38194/905_56_CCS,-,1,1,1,31,880,907,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38199/1360_59_CCS,-,1,1,1,31,1332,1362,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38201/30_1570_CCS,+,1,1,1,30,1570,1598,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38207/827_57_CCS,-,1,1,1,31,801,829,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38222/30_328_CCS,+,1,1,1,30,328,356,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38228/31_815_CCS,+,1,1,1,31,815,840,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38235/1114_59_CCS,-,1,1,1,35,1090,1113,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38245/31_770_CCS,+,1,1,1,31,770,796,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38249/31_2376_CCS,+,1,1,1,31,2376,2403,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38250/1606_57_CCS,-,1,1,1,31,1580,1608,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38288/30_269_CCS,+,1,1,1,30,269,294,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38307/31_2267_CCS,+,1,1,1,31,2267,2294,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38314/1329_56_CCS,-,1,1,1,33,1306,1333,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38324/1957_274_CCS,-,1,1,1,31,1714,1958,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38331/31_1349_CCS,+,1,1,1,31,1349,1375,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38340/567_58_CCS,-,1,1,1,30,539,568,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38341/4072_60_CCS,-,1,1,1,26,4038,4069,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38343/999_58_CCS,-,1,1,1,31,972,1001,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38361/34_7839_CCS,+,1,1,1,34,7839,7868,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38364/1144_60_CCS,-,1,1,1,50,1134,1165,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38365/27_1757_CCS,+,1,1,1,27,1757,1785,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38383/2281_58_CCS,-,1,1,1,30,2253,2282,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38387/40_1654_CCS,+,1,1,1,40,1654,1809,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38389/1023_55_CCS,-,1,1,1,30,998,1023,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38405/31_889_CCS,+,1,1,1,31,889,917,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38411/566_57_CCS,-,1,1,1,31,540,568,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38414/30_2228_CCS,+,1,1,1,30,2228,2268,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38416/30_1322_CCS,+,1,1,1,30,1322,1350,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38419/50_1150_CCS,+,1,1,1,50,1150,1173,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38422/2160_58_CCS,-,1,1,1,31,2133,2163,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38426/2318_62_CCS,-,1,1,1,30,2286,2319,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38430/5246_62_CCS,-,1,1,1,29,5213,5246,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38444/594_55_CCS,-,1,1,1,31,570,596,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38452/30_814_CCS,+,1,1,1,30,814,842,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38455/2376_128_CCS,-,1,1,1,30,2278,2377,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38460/30_789_CCS,+,1,1,1,30,789,814,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38464/31_1815_CCS,+,1,1,1,31,1815,1843,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38472/1203_92_CCS,-,1,1,1,31,1142,1205,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38474/30_677_CCS,+,1,1,1,30,677,703,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38490/31_647_CCS,+,1,1,1,31,647,673,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38493/2105_60_CCS,-,1,1,1,31,2076,2107,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38498/39_759_CCS,+,1,1,1,39,759,783,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38506/1555_120_CCS,-,1,1,1,31,1466,1557,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38512/31_1409_CCS,+,1,1,1,31,1409,1437,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38515/830_56_CCS,-,1,1,1,30,804,831,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38520/4325_57_CCS,-,1,1,1,31,4299,4327,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38530/31_1772_CCS,+,1,1,1,31,1772,1801,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38533/858_53_CCS,-,1,1,1,31,836,860,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38544/31_1310_CCS,+,1,1,1,31,1310,1339,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38549/30_1250_CCS,+,1,1,1,30,1250,1296,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38563/2208_142_CCS,-,1,1,1,31,2097,2210,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38566/1563_63_CCS,-,1,1,1,31,1531,1564,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38570/31_1177_CCS,+,1,1,1,31,1177,1206,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38595/31_699_CCS,+,1,1,1,31,699,729,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38610/3056_57_CCS,-,1,1,1,41,3040,3068,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38629/30_795_CCS,+,1,1,1,30,795,822,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38632/31_2470_CCS,+,1,1,1,31,2470,2499,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38633/32_1578_CCS,+,1,1,1,32,1578,1602,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38639/731_59_CCS,-,1,1,1,30,702,732,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38666/1362_60_CCS,-,1,1,1,46,1348,1373,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38679/31_862_CCS,+,1,1,1,31,862,889,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38682/31_1220_CCS,+,1,1,1,31,1220,1249,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38684/32_1438_CCS,+,1,1,1,32,1438,1465,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38686/1334_56_CCS,-,1,1,1,45,1323,1350,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38692/31_1133_CCS,+,1,1,1,31,1133,1161,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38712/2756_169_CCS,-,1,1,1,31,2618,2759,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38713/1454_52_CCS,-,1,1,1,32,1434,1457,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38719/1197_98_CCS,-,1,1,1,32,1131,1200,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38721/30_1000_CCS,+,1,1,1,30,1000,1028,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38723/31_533_CCS,+,1,1,1,31,533,567,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38730/1162_58_CCS,-,1,1,1,28,1132,1161,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38746/1784_56_CCS,-,1,1,1,31,1759,1786,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38755/924_61_CCS,-,1,1,1,30,893,919,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38767/649_59_CCS,-,1,1,1,31,621,651,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38769/29_1444_CCS,+,1,1,1,29,1444,1471,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38771/1828_57_CCS,-,1,1,1,34,1805,1837,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38774/31_883_CCS,+,1,1,1,31,883,910,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38775/1125_56_CCS,-,1,1,1,31,1100,1127,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38786/1417_66_CCS,-,1,1,1,43,1394,1423,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38802/31_1945_CCS,+,1,1,1,31,1945,1973,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38805/964_95_CCS,-,1,1,1,31,900,966,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38816/1518_55_CCS,-,1,1,1,30,1493,1517,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38827/742_90_CCS,-,1,1,1,31,683,741,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38835/31_997_CCS,+,1,1,1,31,997,1026,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38851/32_1479_CCS,+,1,1,1,32,1479,1605,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38857/891_57_CCS,-,1,1,1,31,865,893,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38875/2689_58_CCS,-,1,1,1,27,2658,2687,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38877/2457_54_CCS,-,1,1,1,30,2433,2458,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38883/944_93_CCS,-,1,1,1,31,882,946,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38895/1105_62_CCS,-,1,1,1,32,1075,1106,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38903/31_571_CCS,+,1,1,1,31,571,600,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38908/1187_53_CCS,-,1,1,1,40,1174,1198,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38917/31_1932_CCS,+,1,1,1,31,1932,1967,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38923/31_1559_CCS,+,1,1,1,31,1559,1584,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38927/30_2579_CCS,+,1,1,1,30,2579,2606,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38931/1592_56_CCS,-,1,1,1,31,1567,1594,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38934/1550_57_CCS,-,1,1,1,31,1524,1552,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38945/795_53_CCS,-,1,1,1,31,773,797,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38952/31_514_CCS,+,1,1,1,31,514,543,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38955/31_898_CCS,+,1,1,1,31,898,925,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38957/31_1301_CCS,+,1,1,1,31,1301,1327,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38960/32_2079_CCS,+,1,1,1,32,2079,2100,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38965/1334_58_CCS,-,1,1,1,30,1306,1335,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38971/30_1386_CCS,+,1,1,1,30,1386,1408,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38978/1040_109_CCS,-,1,1,1,30,961,1042,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38980/31_726_CCS,+,1,1,1,31,726,795,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38984/31_766_CCS,+,1,1,1,31,766,791,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38997/2096_54_CCS,-,1,1,1,26,2068,2093,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/38999/30_928_CCS,+,1,1,1,30,928,957,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39000/33_954_CCS,+,1,1,1,33,954,1046,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39010/991_53_CCS,-,1,1,1,28,966,990,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39015/31_1580_CCS,+,1,1,1,31,1580,1609,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39044/32_1261_CCS,+,1,1,1,32,1261,1289,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39046/31_809_CCS,+,1,1,1,31,809,835,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39047/31_2324_CCS,+,1,1,1,31,2324,2348,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39048/3460_59_CCS,-,1,1,1,31,3432,3462,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39051/671_54_CCS,-,1,1,1,31,648,673,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39056/31_1217_CCS,+,1,1,1,31,1217,1245,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39057/31_1078_CCS,+,1,1,1,31,1078,1105,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39059/1799_58_CCS,-,1,1,1,32,1773,1802,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39060/30_1343_CCS,+,1,1,1,30,1343,1389,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39067/820_57_CCS,-,1,1,1,30,793,821,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39069/31_771_CCS,+,1,1,1,31,771,805,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39072/1720_60_CCS,-,1,1,1,31,1691,1722,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39073/1297_46_CCS,-,1,1,1,31,1282,1299,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39080/31_477_CCS,+,1,1,1,31,477,504,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39081/32_2046_CCS,+,1,1,1,32,2046,2072,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39083/31_1701_CCS,+,1,1,1,31,1701,1729,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39101/1074_197_CCS,-,1,1,1,31,908,1076,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39107/31_559_CCS,+,1,1,1,31,559,678,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39118/723_70_CCS,-,1,1,1,34,687,717,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39120/30_753_CCS,+,1,1,1,30,753,779,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39126/36_1478_CCS,+,1,1,1,36,1478,1509,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39133/2299_56_CCS,-,1,1,1,30,2273,2300,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39139/1144_67_CCS,-,1,1,1,30,1107,1145,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39143/30_1943_CCS,+,1,1,1,30,1943,1973,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39144/31_2210_CCS,+,1,1,1,31,2210,2239,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39163/31_3343_CCS,+,1,1,1,31,3343,3374,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39171/31_2580_CCS,+,1,1,1,31,2580,2605,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39174/30_735_CCS,+,1,1,1,30,735,768,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39175/1105_58_CCS,-,1,1,1,31,1078,1107,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39177/1321_62_CCS,-,1,1,1,31,1290,1323,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39179/1114_61_CCS,-,1,1,1,31,1084,1116,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39188/31_1470_CCS,+,1,1,1,31,1470,1573,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39195/1756_58_CCS,-,1,1,1,31,1729,1758,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39202/32_1759_CCS,+,1,1,1,32,1759,1826,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39203/30_810_CCS,+,1,1,1,30,810,841,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39205/1421_57_CCS,-,1,1,1,31,1395,1423,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39224/29_1325_CCS,+,1,1,1,29,1325,1351,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39225/30_1265_CCS,+,1,1,1,30,1265,1292,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39229/6107_64_CCS,-,1,1,1,31,6074,6109,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39236/31_808_CCS,+,1,1,1,31,808,832,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39238/30_5275_CCS,+,1,1,1,30,5275,5302,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39244/1022_56_CCS,-,1,1,1,29,995,1022,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39252/1847_86_CCS,-,1,1,1,31,1792,1849,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39256/31_643_CCS,+,1,1,1,31,643,669,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39266/31_1139_CCS,+,1,1,1,31,1139,1171,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39283/756_53_CCS,-,1,1,1,28,731,754,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39287/39_1762_CCS,+,1,1,1,39,1762,1792,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39288/32_960_CCS,+,1,1,1,32,960,988,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39290/31_2024_CCS,+,1,1,1,31,2024,2052,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39318/30_1259_CCS,+,1,1,1,30,1259,1287,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39324/1601_146_CCS,-,1,1,1,33,1488,1607,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39337/28_1551_CCS,+,1,1,1,28,1551,1578,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39341/1408_56_CCS,-,1,1,1,31,1383,1410,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39344/946_58_CCS,-,1,1,1,31,919,948,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39354/3369_61_CCS,-,1,1,1,47,3355,3381,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39361/822_57_CCS,-,1,1,1,31,796,824,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39364/1222_55_CCS,-,1,1,1,31,1198,1224,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39367/35_3080_CCS,+,1,1,1,35,3080,3109,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39370/31_2114_CCS,+,1,1,1,31,2114,2141,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39374/31_1274_CCS,+,1,1,1,31,1274,1305,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39391/576_57_CCS,-,1,1,1,31,550,578,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39393/31_1772_CCS,+,1,1,1,31,1772,1795,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39394/1062_55_CCS,-,1,1,1,31,1038,1064,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/39396/31_4335_CCS,+,1,1,1,31,4335,4366,1,0
